#name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	proteinID	alignID
ENST00000466110.5	chr2	-	74361158	74372042	74361158	74361158	20	74361158,74362051,74362649,74362993,74363293,74365074,74365892,74366243,74366458,74367044,74367351,74367695,74367970,74369097,74369299,74369964,74370185,74370465,74370620,74370978,	74361636,74362141,74362729,74363177,74363427,74365657,74366018,74366375,74366932,74367107,74367420,74367864,74368880,74369214,74369491,74370069,74370345,74370544,74370825,74372042,		uc061ktp.1
ENST00000409567.7	chr2	-	74361498	74380299	74361498	74380037	28	74361498,74362051,74362649,74362993,74363293,74365074,74365514,74365892,74366243,74366458,74366782,74367044,74367351,74367695,74367970,74368727,74369097,74369299,74369964,74370185,74370465,74370620,74370978,74371536,74377431,74377647,74377999,74380004,	74361636,74362141,74362729,74363177,74363427,74365241,74365657,74366018,74366375,74366620,74366932,74367107,74367420,74367864,74368131,74368880,74369214,74369491,74370069,74370345,74370544,74370825,74371176,74371728,74377466,74377726,74378245,74380299,	Q14203	uc010ffd.4
ENST00000492717.1	chr2	-	74362050	74362929	74362050	74362050	2	74362050,74362649,	74362141,74362929,		uc061ktq.1
ENST00000495895.1	chr2	-	74365456	74366194	74365456	74365456	2	74365456,74365892,	74365657,74366194,		uc061ktr.1
ENST00000495643.1	chr2	-	74365971	74368013	74365971	74365971	7	74365971,74366243,74366782,74367044,74367351,74367695,74367970,	74366018,74366375,74366932,74367107,74367420,74367864,74368013,		uc061kts.1
ENST00000470351.1	chr2	-	74370978	74371895	74370978	74370978	2	74370978,74371536,	74371176,74371895,		uc061ktt.1
ENST00000463583.5	chr2	-	74371005	74373382	74371005	74371005	4	74371005,74371536,74372927,74373197,	74371176,74371728,74372948,74373382,		uc061ktu.1
ENST00000477966.1	chr2	-	74371356	74374695	74371356	74371356	3	74371356,74372927,74374322,	74371728,74372948,74374695,		uc061ktv.1
ENST00000458655.5	chr2	-	74371642	74380557	74371642	74380552	8	74371642,74372927,74374322,74376741,74377431,74377647,74377999,74380498,	74371728,74372948,74374340,74376762,74377466,74377726,74378245,74380557,	E9PCY0	uc061ktw.1
ENST00000462813.1	chr2	-	74371674	74373215	74371674	74371674	2	74371674,74372927,	74371728,74373215,		uc061ktx.1
